Dog breed,lifetime_cost,intellingence_ranking,longevity,weight_kg,shoulder_height_cm,obey_first_command_%_of_time,Renta media/pers (€),Áreas caninas (m²),n_genetic_diseases,tricks_yes,size_category_enc,intelligence_category_enc,house_type_enc,owners_physical_activity_enc
Pointer,23404.465970788304,48.896123212797406,12.351617578018216,27.0692818317754,62.07609506494688,95,25956.0,623.0,0,0.0,2.0,2.0,1.0,2.0
Pointer,23291.171944114412,50.04501871390234,12.27629608803636,26.182072843647603,69.18609808695686,50,24659.0,2606.0,0,1.0,2.0,2.0,1.0,2.0
Pointer,25135.64741470679,48.69676339142746,12.620383827746204,26.54787841430366,62.67927908521109,50,20103.0,1764.0,1,0.0,2.0,4.0,0.0,1.0
Pointer,25182.275956845377,49.12832727291752,12.95928056132436,26.04672429595469,69.1770988720188,70,28233.0,165.0,0,0.0,2.0,0.0,2.0,3.0
Pointer,24790.796099163243,46.98957906808593,11.974118011260543,26.68785581972665,59.46832006214223,50,20103.0,1764.0,1,1.0,1.0,2.0,1.0,1.0
Pointer,25243.329352675017,45.73578727577852,12.277688008845317,27.498878634129785,66.86816662582771,85,20103.0,1764.0,1,0.0,2.0,2.0,3.0,1.0
Pointer,25386.76257025098,50.3510675578088,13.177045323504815,27.590449161059414,67.76817492810949,50,20500.0,3852.0,1,0.0,2.0,2.0,0.0,3.0
Pointer,24581.511876804296,43.12797685144774,12.538019821782802,25.59808187897756,65.81472446913276,30,25956.0,623.0,0,0.0,0.0,2.0,0.0,3.0
Pointer,25240.6616646306,47.624350528608026,12.459622152249436,27.2741406624666,63.98854984364914,85,20500.0,3852.0,0,0.0,1.0,2.0,3.0,1.0
Pointer,24565.79645944389,50.97920221091324,11.949481898505791,28.407124314483443,69.93228933179363,30,20500.0,3852.0,1,0.0,2.0,2.0,1.0,3.0
Pointer,25008.762508709264,47.678199570999006,12.7217082232474,27.519064713145703,70.17812160461152,50,20103.0,1764.0,1,1.0,2.0,2.0,0.0,1.0
Pointer,24305.456092066153,50.05876491787721,12.160035990849403,26.63942723269868,63.69917705582046,30,20500.0,3852.0,0,1.0,2.0,2.0,2.0,3.0
Pointer,24605.79872668503,50.59757353687143,13.165783601838305,25.915738663081022,64.19066993786508,95,25956.0,623.0,0,0.0,2.0,2.0,2.0,2.0
Pointer,25085.666158488788,47.67014786492447,12.522165972447883,26.116647623006155,63.79380374258185,50,25956.0,623.0,1,1.0,2.0,2.0,2.0,2.0
Pointer,23859.336504800936,47.43845971546826,12.913742623144165,26.17936210141321,68.22738237831155,70,20500.0,3852.0,1,1.0,2.0,3.0,0.0,2.0
Pointer,24542.91354430805,48.32326865038981,13.033263957868748,26.71272104610925,64.42972551509622,50,25275.0,826.0,1,0.0,2.0,1.0,2.0,1.0
Pointer,24281.48601975379,49.898967314537664,12.16926959221382,27.11721763767646,66.18379025072278,50,20671.0,1852.0,1,0.0,2.0,2.0,1.0,2.0
Pointer,24989.34967969277,48.74161904692015,12.10265163090524,25.39058981464955,63.83760753069769,50,25275.0,826.0,1,1.0,2.0,2.0,2.0,2.0
Pointer,24760.740944411267,49.9925432256629,12.483193729451305,28.559304936807607,64.49304941793964,95,25275.0,826.0,0,0.0,1.0,3.0,1.0,1.0
Pointer,25814.060743446382,49.05715586492872,12.723046619462169,27.82127937066142,71.57040504088917,70,25956.0,623.0,1,1.0,2.0,4.0,2.0,1.0
Pointer,23149.311531571664,48.507383673845744,12.167079648581357,25.48007471027384,70.17689992402025,85,20500.0,3852.0,1,0.0,2.0,2.0,2.0,1.0
Pointer,22973.26477397346,46.79400708985669,12.605732563857256,26.35775773778044,66.63785296060776,85,25956.0,623.0,0,1.0,2.0,4.0,1.0,2.0
Pointer,23433.99209478969,49.14822613599364,12.001892079383952,26.41437538167743,70.79533032316475,30,20500.0,3852.0,0,0.0,2.0,3.0,3.0,3.0
Tibetan Spaniel,25906.273365014236,43.27756923551453,15.532381463637789,4.618071743577919,25.159104742261505,30,25275.0,826.0,0,1.0,0.0,2.0,0.0,0.0
Tibetan Spaniel,24356.19417981705,40.7878051744844,14.100978156091838,4.877466160991364,24.69641175384563,50,20103.0,1764.0,0,1.0,0.0,2.0,3.0,0.0
Tibetan Spaniel,24659.09195037918,42.93354362712254,14.34851565213252,5.094345283078474,24.495530312473186,30,20671.0,1852.0,0,0.0,0.0,2.0,2.0,0.0
Tibetan Spaniel,26035.855315308087,44.82786252752028,14.950653381433758,5.295978970188342,26.15416819701981,30,28233.0,165.0,0,0.0,0.0,2.0,2.0,0.0
Tibetan Spaniel,27077.48894843256,43.42191678644343,15.010908675817562,4.953806100426335,23.13142490054236,50,25956.0,623.0,0,1.0,0.0,2.0,2.0,3.0
Tibetan Spaniel,24198.89809596886,41.67038851049554,14.429442269286035,4.931406938128288,24.133785897396898,30,20671.0,1852.0,0,1.0,0.0,2.0,0.0,0.0
Tibetan Spaniel,25090.509577094188,42.52174676187317,14.233556466310022,4.862987938257476,25.250731231510517,50,20103.0,1764.0,0,0.0,0.0,2.0,0.0,2.0
Tibetan Spaniel,25287.349246793412,43.16214138136674,13.941033892234348,5.149129542772636,25.79867593252908,50,19199.0,326.0,0,1.0,0.0,2.0,1.0,2.0
Tibetan Spaniel,25011.360888262763,40.62404292092975,13.63783701860602,5.322552992149852,23.233496321562345,50,20671.0,1852.0,0,1.0,0.0,2.0,0.0,1.0
Tibetan Spaniel,23969.183405041647,43.52172144910871,13.855018573545204,5.235986286563385,23.721052493916563,30,25275.0,826.0,0,0.0,0.0,2.0,0.0,0.0
Tibetan Spaniel,25717.909902935327,42.93540182621809,14.448441398668429,4.968336337013961,23.65401730715585,50,20671.0,1852.0,0,0.0,0.0,2.0,0.0,2.0
Tibetan Spaniel,25523.392407044492,43.40874664299547,14.763863416828242,5.16708606459453,25.09588003103989,70,20671.0,1852.0,0,0.0,1.0,2.0,1.0,3.0
Tibetan Spaniel,26478.718959034737,42.46370409082662,14.507020953591802,4.861683175178411,25.21138619217021,50,24659.0,2606.0,0,1.0,0.0,3.0,0.0,2.0
Tibetan Spaniel,24010.71835123586,42.75259273400893,14.536114219684194,4.732345447512531,24.05587114653708,30,19199.0,326.0,0,1.0,0.0,2.0,1.0,2.0
Tibetan Spaniel,27429.481985762955,42.9777460925834,14.809049251230071,5.124581237745444,26.82294035222681,70,25275.0,826.0,0,1.0,0.0,2.0,2.0,3.0
Tibetan Spaniel,26512.68459282945,41.981528894871744,14.594267102785771,4.9111529243344325,26.16938765812294,50,20671.0,1852.0,0,1.0,0.0,0.0,3.0,0.0
Tibetan Spaniel,25587.261042831724,42.83612933139302,15.395813955786124,5.247939647083798,24.479106451346613,50,28233.0,165.0,0,1.0,0.0,2.0,1.0,2.0
Tibetan Spaniel,27361.70709857354,43.75885230437318,14.19994079539244,4.981781079099271,23.49260788006972,50,24659.0,2606.0,0,0.0,0.0,2.0,0.0,3.0
Tibetan Spaniel,26778.841594920683,42.905798755257976,14.348162453697816,4.665927886918293,26.26365035557457,50,28233.0,165.0,0,1.0,0.0,2.0,2.0,0.0
Tibetan Spaniel,25397.971127322882,43.58619955772301,14.872095707614246,5.011616765611574,25.28117379711307,30,24659.0,2606.0,0,0.0,0.0,2.0,0.0,3.0
Tibetan Spaniel,23970.391709948766,43.36092804091784,14.608341843021083,4.917344530769686,24.85944562321777,70,25956.0,623.0,0,1.0,0.0,2.0,1.0,2.0
Tibetan Spaniel,25187.680493961638,41.17009672945391,13.93574057630365,4.869905004288187,26.49631864910651,30,20671.0,1852.0,0,1.0,0.0,2.0,2.0,2.0
Tibetan Spaniel,25433.383313965107,43.626334924067926,14.752650669710077,4.764343678350024,24.67245822803868,50,19199.0,326.0,0,0.0,0.0,1.0,0.0,0.0
Tibetan Spaniel,24515.99981427851,44.35552300530774,13.3992566642049,4.915700970370506,26.66759858725844,85,20671.0,1852.0,0,0.0,0.0,2.0,0.0,0.0
Tibetan Spaniel,26966.87831127297,46.04613560748388,14.608837153523233,4.831621249381442,24.836350396039837,70,24659.0,2606.0,0,1.0,0.0,2.0,0.0,0.0
Tibetan Spaniel,26539.70898193599,42.01275787918777,14.84902317587806,5.379170425896716,22.827941980035067,50,20671.0,1852.0,0,1.0,0.0,2.0,0.0,1.0
Tibetan Spaniel,26284.343264786217,41.631008490223465,14.760799189776222,4.809654828927697,24.540350510239755,85,20671.0,1852.0,0,1.0,0.0,2.0,3.0,3.0
Tibetan Spaniel,24143.58347297556,43.95762833242665,14.860527874220276,5.203944461703828,24.28862229491366,30,28233.0,165.0,0,1.0,0.0,1.0,0.0,3.0
Tibetan Spaniel,25711.792138975627,45.389762897120455,14.22233566615884,4.653557703021783,25.982986608847487,50,19199.0,326.0,0,1.0,0.0,2.0,1.0,2.0
Tibetan Spaniel,24645.91947690901,45.49107375430612,14.598740447147115,4.924362582729458,23.94305265569012,50,19199.0,326.0,0,1.0,0.0,5.0,2.0,0.0
Tibetan Spaniel,25975.434942260326,44.136028242690855,14.385426310468306,5.3678121796587615,24.23631861141456,30,25275.0,826.0,0,1.0,0.0,2.0,0.0,1.0
Tibetan Spaniel,23841.366772907575,43.76821380353719,13.83839490630996,5.154619950102664,26.777181927546923,95,28233.0,165.0,0,0.0,0.0,2.0,0.0,0.0
Tibetan Spaniel,25894.512881401562,40.73435158809569,13.842046480344491,4.692764981791367,25.203109841018613,30,24659.0,2606.0,0,0.0,0.0,2.0,1.0,0.0
Tibetan Spaniel,26463.929191140345,44.875522268640765,14.55789578575411,4.901923426893614,27.277531046061547,50,20671.0,1852.0,0,0.0,0.0,3.0,3.0,1.0
Tibetan Spaniel,23755.544246325102,44.37873591633688,14.065627952692711,4.5626328728331975,24.898821782161644,50,20103.0,1764.0,0,0.0,0.0,1.0,0.0,1.0
Tibetan Spaniel,25243.38758683514,40.06554593314189,15.178297629706892,4.954753244695521,26.33521722954225,30,19199.0,326.0,0,0.0,0.0,2.0,0.0,0.0
Tibetan Spaniel,26645.89823512724,43.67103156182478,14.29102148251193,4.730281182560859,24.506715570135185,95,19199.0,326.0,0,0.0,0.0,2.0,1.0,0.0
Tibetan Spaniel,25924.398696087028,41.35927687487902,14.385931263612006,5.057539798174834,26.22591051824379,50,24659.0,2606.0,0,0.0,0.0,0.0,0.0,0.0
Tibetan Spaniel,25753.598346593637,45.81622984098549,14.383907256943337,4.814245211496365,25.825669375309385,30,19199.0,326.0,0,0.0,0.0,2.0,0.0,0.0
Tibetan Spaniel,26389.92057591696,44.309749429098105,13.751808767238078,5.240402546673274,25.11131061024384,30,25956.0,623.0,0,0.0,0.0,2.0,2.0,0.0
Tibetan Spaniel,25437.349778800042,41.826080639089184,14.14735072148122,5.702947661974918,26.61110110886548,70,20671.0,1852.0,0,1.0,0.0,3.0,1.0,0.0
Tibetan Spaniel,24186.50472296412,43.34161779523642,13.891253691875171,5.088314276323152,24.674650117179688,95,19199.0,326.0,0,1.0,0.0,2.0,3.0,2.0
Tibetan Spaniel,25691.79536445149,40.83848725621864,14.786306283720103,5.248323245366122,24.40719540982125,50,20671.0,1852.0,0,1.0,0.0,2.0,0.0,2.0
Tibetan Spaniel,26793.24754456396,44.01973333860668,14.46433161672609,4.932710467497237,23.632053312093515,50,20671.0,1852.0,0,1.0,0.0,1.0,3.0,3.0
Tibetan Spaniel,25112.26903549899,43.15948339402628,14.48336827382622,5.815408726437376,23.639412535414845,70,20103.0,1764.0,0,0.0,0.0,2.0,0.0,0.0
Tibetan Spaniel,26064.42962876913,44.30374287609232,14.560044606604462,5.378167397428233,26.671941421022872,50,24659.0,2606.0,0,0.0,0.0,2.0,0.0,0.0
Tibetan Spaniel,24419.18375750349,44.297514245016,13.98082214428064,5.115658475821544,25.858289278105516,70,25956.0,623.0,0,1.0,0.0,4.0,0.0,1.0
Tibetan Spaniel,26083.45116653841,41.229442181727485,14.168408838399492,5.024081048700088,24.79693805624062,70,28233.0,165.0,0,1.0,0.0,2.0,0.0,0.0
Tibetan Spaniel,23797.41063747805,43.7241901200671,14.568081202973554,4.925234914319076,23.221095965480693,70,20671.0,1852.0,0,0.0,0.0,2.0,1.0,0.0
Tibetan Spaniel,28270.036844564613,42.601316651100944,14.419529260127538,4.988789918335118,21.610654336099024,30,24659.0,2606.0,0,0.0,0.0,2.0,0.0,0.0
Labrador Retriever,21109.974263975262,86.97100499941222,12.595915214813155,29.245376775811643,56.28984521265155,70,17026.0,1246.0,3,0.0,1.0,5.0,1.0,3.0
Labrador Retriever,20430.50463265897,96.00562181148572,12.262300957291195,28.28769051389633,58.87233495873151,30,20500.0,3852.0,3,0.0,1.0,5.0,1.0,1.0
Labrador Retriever,21690.594613684963,89.58724482296229,11.604541046485982,30.91043548959919,51.88809224021661,85,20500.0,3852.0,3,1.0,1.0,5.0,1.0,2.0
Labrador Retriever,21758.186133078532,92.79427283843631,11.754412386673154,26.356634407708764,59.12879307647571,95,17026.0,1246.0,3,0.0,1.0,5.0,2.0,2.0
Labrador Retriever,21260.892330134026,100.0,12.257881800149676,32.099488533978985,57.277980855491,30,20500.0,3852.0,3,0.0,1.0,5.0,2.0,0.0
Labrador Retriever,20267.57231844208,95.12935907154623,12.02118090105413,29.7707165087518,57.51197633271244,95,20103.0,1764.0,3,0.0,1.0,5.0,1.0,2.0
Labrador Retriever,21164.59046338917,99.3420723993512,12.533821347857192,31.48978769957869,60.473503172021005,95,17026.0,1246.0,3,0.0,2.0,5.0,0.0,1.0
Labrador Retriever,20991.570389679786,88.42395430878075,11.907952301612196,32.508121293737254,55.2866592512892,95,17026.0,1246.0,0,0.0,1.0,5.0,2.0,0.0
Labrador Retriever,21202.68889838073,92.38693686912086,11.654021252595973,28.882169089821087,59.16940185674104,95,20500.0,3852.0,3,1.0,1.0,5.0,2.0,2.0
Labrador Retriever,21255.71932981032,93.3841622265736,12.758402945920224,28.745875621273523,59.63577554409051,95,20500.0,3852.0,3,0.0,1.0,5.0,0.0,1.0
Labrador Retriever,21284.926725577076,92.60946124591015,11.937501964080182,33.31873175630206,62.27805044541873,95,17026.0,1246.0,0,0.0,1.0,4.0,0.0,0.0
Labrador Retriever,22509.53934576459,93.0167775177815,12.597652174204317,29.29182992636446,55.41743973688816,30,20103.0,1764.0,0,1.0,1.0,5.0,1.0,1.0
Labrador Retriever,21170.684847402856,95.60065211015726,12.4962468382049,30.746731450233742,60.73302442250974,50,20671.0,1852.0,3,0.0,1.0,5.0,3.0,1.0
Labrador Retriever,20670.239178733616,96.24050600753692,11.437416447377313,31.820180395189745,58.593532075002095,85,17026.0,1246.0,3,0.0,1.0,5.0,2.0,1.0
Labrador Retriever,20385.88113556764,94.99230814143678,11.393096445237193,30.42566234171523,56.77314586719299,95,20103.0,1764.0,3,0.0,1.0,5.0,2.0,3.0
Labrador Retriever,21318.857234176423,94.57144520301406,12.200609841087562,29.657357345311677,54.45742652790093,95,20500.0,3852.0,3,1.0,1.0,5.0,2.0,2.0
Labrador Retriever,21386.2760897145,90.04645567150189,12.293147191100967,31.59083072287553,64.19306261497788,95,20500.0,3852.0,3,0.0,1.0,5.0,0.0,2.0
Labrador Retriever,21875.09508389643,96.25270781982628,11.692669217761216,31.35338821772629,59.25015056093781,85,15667.0,2838.0,3,0.0,1.0,5.0,1.0,2.0
Labrador Retriever,20494.049453674357,94.1001517554938,11.600490611334852,31.91338481043586,56.63232081739561,95,15667.0,2838.0,0,0.0,1.0,5.0,1.0,0.0
Labrador Retriever,21843.316400856613,90.93319632691365,12.485665563176088,29.69612070063928,55.66072813585496,30,20500.0,3852.0,0,0.0,1.0,5.0,3.0,3.0
Labrador Retriever,20257.59514649331,88.28004730487571,11.9589368531662,29.944435561753327,58.61449696800314,95,16890.0,614.0,3,0.0,1.0,0.0,0.0,2.0
Labrador Retriever,20536.469575848572,92.72215976539832,12.17688910265658,31.940851065473133,59.0881874715754,30,15667.0,2838.0,0,0.0,1.0,5.0,0.0,2.0
Labrador Retriever,20159.661703052057,100.0,12.748483819911453,27.701940448888017,53.72344606277397,30,20500.0,3852.0,0,0.0,1.0,2.0,2.0,1.0
Labrador Retriever,21876.443958206368,95.93230438853944,12.076079584132676,31.409896449325835,57.370959720058906,70,15667.0,2838.0,0,1.0,1.0,5.0,1.0,1.0
Labrador Retriever,21184.2615667845,96.73903777411816,12.56070986207336,28.13919242668893,55.29003092258329,95,20671.0,1852.0,3,0.0,1.0,5.0,1.0,1.0
Labrador Retriever,21084.370667299692,89.1673060985392,12.06409273439068,30.50109993427242,57.3634573400161,70,20671.0,1852.0,3,0.0,1.0,5.0,1.0,1.0
Labrador Retriever,21753.9936711438,93.63871114143166,11.822036105103525,32.575109630269665,59.78841638245577,95,20500.0,3852.0,3,0.0,1.0,5.0,1.0,2.0
Labrador Retriever,21741.48584251617,94.88929877514448,12.223098972852982,28.54808899074833,59.80777737117772,95,20103.0,1764.0,3,0.0,1.0,3.0,1.0,2.0
Labrador Retriever,20845.495224611717,92.6779295896104,12.706026023734475,30.050741539158693,56.88354677505606,50,15667.0,2838.0,3,0.0,1.0,1.0,2.0,1.0
Labrador Retriever,21883.11422503381,94.1303915046379,11.86981624397749,31.99515883895844,55.56625895182096,95,20103.0,1764.0,3,1.0,0.0,4.0,0.0,1.0
Labrador Retriever,21200.378981049267,92.84357654891416,12.320876922969338,28.57092881064076,56.3743573500159,30,17026.0,1246.0,0,0.0,1.0,5.0,2.0,3.0
Labrador Retriever,21548.6110113442,92.42610090607548,11.53375151929975,29.45466799222105,63.21604721051687,85,20671.0,1852.0,3,0.0,1.0,5.0,3.0,3.0
Labrador Retriever,20843.75096676479,88.34496848791466,12.187214342057278,29.938506560779604,54.152162480836346,95,20671.0,1852.0,0,0.0,1.0,5.0,2.0,1.0
Labrador Retriever,21357.403986436137,92.6748042416204,11.651074551012492,32.35486227061842,64.3063082187254,85,20500.0,3852.0,3,0.0,1.0,5.0,1.0,3.0
Labrador Retriever,21143.355825307986,89.02630966131338,12.03582833090498,27.93819035937013,60.8644242711164,95,17026.0,1246.0,3,0.0,0.0,5.0,0.0,1.0
Labrador Retriever,20471.275829312264,93.27092431297692,12.181482404792522,30.70778867923277,58.05852325789139,50,20500.0,3852.0,3,0.0,1.0,5.0,3.0,2.0
Labrador Retriever,19904.03806349509,93.49658337114268,12.014548505145394,31.062988095111088,55.31462982121103,70,16890.0,614.0,0,1.0,1.0,5.0,0.0,1.0
Labrador Retriever,20989.280664406324,91.3100187919696,12.08787529564662,29.88653107732984,55.75066637886248,50,20500.0,3852.0,3,0.0,1.0,5.0,1.0,2.0
Labrador Retriever,21431.80599906573,95.81574166386594,11.763883897634576,31.53465461409848,53.61202537305866,95,20103.0,1764.0,3,0.0,1.0,5.0,1.0,3.0
Labrador Retriever,21018.16183710997,96.174252222038,12.49672617710441,31.013388363106102,59.82931820736503,95,20103.0,1764.0,3,1.0,1.0,5.0,1.0,1.0
Labrador Retriever,21178.37146586048,97.18180534320354,12.597805230527024,28.42774446234455,56.528856003952704,70,15667.0,2838.0,3,0.0,1.0,4.0,2.0,3.0
Labrador Retriever,21882.793668420596,94.09472986515988,12.443043178940265,30.91747665184564,60.2758245546916,30,15667.0,2838.0,0,1.0,1.0,5.0,2.0,0.0
Labrador Retriever,22023.606655655523,92.36181475233032,12.342538068521684,28.94694561754556,60.6868403022497,95,17026.0,1246.0,3,0.0,1.0,4.0,2.0,1.0
Labrador Retriever,22528.791745731738,83.43841182707617,11.89215891356477,31.91229382115986,61.14429646467397,95,17026.0,1246.0,3,0.0,1.0,5.0,3.0,1.0
Labrador Retriever,20880.915466991308,94.99704220328556,11.630869644761702,33.24369371503183,54.88323437003769,70,24659.0,2606.0,3,1.0,1.0,4.0,1.0,0.0
Labrador Retriever,21346.190299540598,91.81950943338934,12.147737023302538,28.612290895283778,57.75273041792667,95,20500.0,3852.0,3,0.0,1.0,5.0,1.0,3.0
Labrador Retriever,20464.78056584523,94.11652941462368,12.104733890385912,29.950143611101808,59.762186580533566,85,20671.0,1852.0,3,0.0,1.0,5.0,2.0,1.0
Labrador Retriever,20920.84660190551,91.76490478504836,12.783036737957085,32.5705389494764,58.834643626549465,95,24659.0,2606.0,3,0.0,1.0,5.0,1.0,1.0
Labrador Retriever,21576.08903991554,94.02255639328334,11.453119209057204,30.15076534156047,55.23063622593865,95,15667.0,2838.0,3,0.0,1.0,4.0,1.0,2.0
Labrador Retriever,20600.235062291882,97.91742131516922,11.688312301317008,33.583706646722646,57.66718966459965,95,20671.0,1852.0,3,0.0,1.0,5.0,0.0,3.0
Maltese,19659.8034796099,25.269764404280814,11.833141200938918,2.0262206105671305,22.6946447778942,95,20103.0,1764.0,1,1.0,0.0,5.0,0.0,0.0
Maltese,19543.16130592258,25.651984434248064,12.2385654365826,1.9653686464183149,24.771689936125885,70,17026.0,1246.0,1,1.0,0.0,3.0,0.0,1.0
Maltese,18544.7132178641,25.38533526277541,12.418251424315034,2.027782206883499,23.369550123111225,30,13605.0,1140.0,1,1.0,2.0,1.0,1.0,2.0
Maltese,18210.72602915223,24.534326766135365,12.111937521616383,1.793362937326763,23.09910582280212,50,20103.0,1764.0,1,1.0,0.0,1.0,0.0,3.0
Maltese,19198.360157759114,26.003573761892905,12.517697159729773,1.9631157159784007,20.89524744162304,50,15115.0,609.0,1,1.0,0.0,1.0,3.0,2.0
Maltese,18761.95435755972,25.36758819306437,11.851051383950418,2.0183904013520344,22.23450252065306,30,17026.0,1246.0,0,0.0,0.0,1.0,0.0,0.0
Maltese,19679.512551008826,24.45229900059091,12.569224307252492,2.1565177727157985,20.815748475727823,30,20671.0,1852.0,0,1.0,0.0,1.0,0.0,0.0
Maltese,19796.018489949136,23.690004374797773,12.088976516573029,2.079219944449808,24.338369975999857,50,15115.0,609.0,0,1.0,1.0,1.0,1.0,1.0
Maltese,19030.91877268108,25.736987309051607,12.499916231998894,1.972020465018092,24.529758371110844,50,17026.0,1246.0,0,1.0,0.0,1.0,0.0,0.0
Maltese,18437.836731387524,24.980784878082403,12.239306540908093,1.876446215449332,21.72322092243016,85,13605.0,1140.0,0,1.0,0.0,3.0,1.0,1.0
Maltese,19337.553055780812,25.044391775574557,11.977190576161751,2.0006108818667308,22.40236202865826,70,20671.0,1852.0,1,1.0,0.0,1.0,0.0,2.0
Maltese,19870.101088616317,25.61184567890181,12.229682739371754,1.9252702552797492,23.76263037140307,70,17026.0,1246.0,1,1.0,0.0,1.0,0.0,3.0
Maltese,19126.714581173568,23.87487447380046,12.637029807456004,1.852710347478932,22.871869238959512,85,20103.0,1764.0,1,1.0,0.0,1.0,1.0,0.0
Maltese,18742.617904057042,25.21260955427485,12.51554987417682,2.131656286156088,22.838741161812028,30,17026.0,1246.0,1,0.0,0.0,1.0,1.0,1.0
Maltese,18772.53352853582,24.213683651600405,12.17956966795269,2.012159793692313,21.33380868607829,30,20103.0,1764.0,1,1.0,0.0,1.0,0.0,1.0
Maltese,19081.058860512316,24.47912999000198,12.556441887787836,2.191141076612192,24.419290634488497,50,20103.0,1764.0,1,0.0,0.0,1.0,1.0,1.0
Maltese,19299.89059729144,25.00589947740712,11.92072931105238,1.9170381176825493,23.63293237170101,30,20103.0,1764.0,1,1.0,0.0,1.0,2.0,2.0
Maltese,18360.338869794567,24.26267529135293,11.674355771312708,2.2451180365119736,23.163698238262796,30,16890.0,614.0,1,1.0,0.0,1.0,3.0,2.0
Maltese,18705.6728506657,24.395852640673475,12.291755163858106,1.829665514000804,20.47214627790198,30,20103.0,1764.0,1,1.0,0.0,4.0,0.0,0.0
Maltese,19281.45876662061,25.41367468169823,12.547533597148758,1.764610112353593,23.08753425165363,30,20671.0,1852.0,1,0.0,0.0,2.0,3.0,1.0
Maltese,20070.38468561246,25.100016832732752,12.357464542017963,1.952923206400532,22.84197415508184,30,20671.0,1852.0,1,0.0,0.0,1.0,0.0,0.0
Maltese,20149.28308359264,25.70379969721335,12.39785310808062,1.9388285255961857,24.598081878387188,50,20103.0,1764.0,1,0.0,0.0,1.0,3.0,3.0
Maltese,19044.17386540048,25.687345706468733,12.27726439892605,1.9266852989228491,20.90454980181561,30,19199.0,326.0,0,0.0,0.0,1.0,0.0,0.0
Maltese,18653.82524724954,24.965774539891363,12.129033938495288,2.0737440610557583,24.017011757584434,30,20103.0,1764.0,1,1.0,0.0,1.0,0.0,3.0
Maltese,19291.197862585734,25.30553251032255,12.314642024357417,1.891487243664828,21.4252644327079,50,20103.0,1764.0,1,1.0,0.0,1.0,3.0,2.0
Maltese,19179.402695217836,26.18681140853261,12.594070368628827,1.980036620055716,23.7168306576926,30,19199.0,326.0,0,1.0,0.0,1.0,1.0,0.0
Maltese,19104.285275939143,25.90132696208316,12.264378688189108,1.7653290014297385,20.57074237709189,30,13605.0,1140.0,1,1.0,0.0,1.0,2.0,0.0
Maltese,18147.927035177385,27.224605727430163,12.54753422105701,1.8986879741669176,24.33979436385745,30,16890.0,614.0,1,1.0,0.0,3.0,0.0,0.0
Maltese,19031.646670612983,25.29825363243693,12.011880097087676,2.045816996086613,22.69145601369694,85,20103.0,1764.0,1,0.0,0.0,1.0,0.0,1.0
Maltese,18945.321369830785,25.101171657993348,11.62949312973028,2.0447540736815566,20.935237773912856,30,17026.0,1246.0,1,1.0,0.0,0.0,1.0,0.0
Maltese,18741.93261534656,23.954578019334644,12.296500927719656,1.9258881084674069,24.95477581527091,30,15115.0,609.0,1,1.0,0.0,1.0,0.0,3.0
Maltese,20243.048903281266,26.67306985888236,12.506173541311805,1.9434517221274417,22.24410826279558,50,20671.0,1852.0,0,1.0,0.0,1.0,0.0,0.0
Maltese,19641.27375098193,25.56191756793017,12.685031173925632,1.9162157634765515,22.588654425706284,30,20671.0,1852.0,0,1.0,0.0,1.0,3.0,0.0
Maltese,18942.486422079506,24.594559379932548,12.769154992915569,1.959140591358633,26.11132641844207,50,17026.0,1246.0,1,0.0,0.0,1.0,2.0,2.0
Maltese,19050.643565151786,24.32893619237396,12.460108349605347,2.2209875227886835,23.271941050303766,30,13605.0,1140.0,0,0.0,0.0,4.0,3.0,3.0
Maltese,18667.502254753614,25.283068193208003,11.971482798966196,2.091189476997706,21.20247969153674,30,19199.0,326.0,0,1.0,0.0,1.0,3.0,3.0
Maltese,18767.94181569773,24.526999643291987,12.20438828490787,2.017473874337084,24.12597140832372,85,13605.0,1140.0,1,1.0,0.0,1.0,0.0,1.0
Maltese,19947.207019740297,25.19259377303374,11.840014409917472,2.0177071281727024,22.25931102317325,50,20103.0,1764.0,1,0.0,0.0,1.0,3.0,0.0
Maltese,18481.677101902173,26.129042730382768,12.356484504906376,1.9250860980309088,23.617297643654094,50,20103.0,1764.0,1,0.0,0.0,1.0,3.0,0.0
Maltese,18939.603118063493,25.83351548739054,11.967927438141665,2.094671503115486,22.63060452986836,30,13605.0,1140.0,1,1.0,0.0,1.0,0.0,1.0
Maltese,19778.028561464067,24.845695213945937,12.78965902132583,2.2119779216865103,22.792324151426296,85,15115.0,609.0,1,1.0,0.0,2.0,0.0,0.0
Maltese,18639.65486418428,24.28106155294589,12.27419993774586,2.050241962940794,22.87871877527344,30,20103.0,1764.0,0,1.0,0.0,1.0,0.0,0.0
Maltese,19427.373863027584,25.094262989917056,12.66476686003825,2.1394117467680167,23.67887916588144,70,15115.0,609.0,0,0.0,0.0,1.0,1.0,0.0
Maltese,19773.290764932357,24.45506922807913,11.281887526349385,2.1235923126086758,22.152799925785654,30,19199.0,326.0,1,0.0,0.0,1.0,2.0,0.0
Maltese,19361.39635543934,25.4758481072618,12.08477856111458,1.8648298134251389,22.396992547439023,30,20671.0,1852.0,1,1.0,0.0,1.0,0.0,1.0
Maltese,19722.93508397345,24.41429848157646,12.24350629192154,1.81983470206728,22.698212186308147,50,20671.0,1852.0,1,0.0,0.0,0.0,0.0,1.0
