,Dog breed,lifetime_cost,intellingence_ranking,longevity,size_category,weight_kg,shoulder_height_cm,intelligence_category,obey_first_command_%_of_time,genetic_diseases,house_type,owners_physical_activity,tricks,Distrito,Renta media/pers (€),Áreas caninas (m²)
354,Miniature Schnauzer,21.35770347983026,84.74906940101557,11.621010510762103,small,7.114103572497532,32.56491107841171,Brightest,>70,"liver, sinus problems",Jardín Amplio,Poco frecuente,no,Fuencarral-El Pardo,20671.0,1852.0
355,Miniature Schnauzer,20.721857489541144,87.003124777343,12.139150286729526,small,7.120619786956,32.07452508139993,Excellent,>95,"liver, sinus problems",Jardín Amplio,Poco frecuente,yes,San Blas-Canillejas,15115.0,609.0
356,Miniature Schnauzer,20.65255197475167,85.5900206106042,11.863990098001208,small,6.940958646692056,33.40421992393021,Average,>85,"liver, sinus problems",Apartamento pequeño,Nada,no,Tetuán,17026.0,1246.0
357,Miniature Schnauzer,19.480247405809724,85.24581262604505,11.619986741101846,small,7.422261330454555,35.135192244493574,Excellent,>85,"liver, sinus problems",Jardín Amplio,Poco frecuente,no,Fuencarral-El Pardo,20671.0,1852.0
358,Miniature Schnauzer,19.514731152718525,85.01060155399398,12.460409477850515,small,7.039355423346487,33.39708430618099,Brightest,>30,"liver, sinus problems",Apartamento pequeño,Nada,no,Arganzuela,20103.0,1764.0
359,Miniature Schnauzer,19.681240820088615,86.01998691346417,11.025927235343444,small,6.2222746608162645,35.45313806773098,Excellent,>85,"liver, sinus problems",Apartamento pequeño,Frecuente,no,Tetuán,17026.0,1246.0
360,Miniature Schnauzer,20.864924809723643,88.67098110912428,12.12080867510171,large,6.7709614191111385,34.08193077157759,Fair,>95,"liver, sinus problems",Finca,Muy frecuente,no,Arganzuela,20103.0,1764.0
361,Miniature Schnauzer,20.181217137423406,88.39974093843061,11.443689917382985,small,7.223628618879994,34.613095851733334,Fair,>85,"liver, sinus problems",Apartamento pequeño,Nada,no,Arganzuela,20103.0,1764.0
362,Miniature Schnauzer,19.9302111505069,87.2179869109565,12.520396491306366,small,6.7138679314004115,32.40706552189492,Lowest,>70,"liver, sinus problems",Apartamento pequeño,Muy frecuente,no,Tetuán,17026.0,1246.0
363,Miniature Schnauzer,19.41140674586692,90.95543775426694,12.188423487601744,small,6.533072905890274,33.555990556383186,Brightest,>95,"liver, sinus problems",Jardín Amplio,Nada,no,Arganzuela,20103.0,1764.0
364,Miniature Schnauzer,19.403536765761356,87.29411273174544,12.370849483409593,small,7.301471615581129,32.00577230212322,Brightest,>85,"liver, sinus problems",Apartamento mediano,Nada,no,San Blas-Canillejas,15115.0,609.0
365,Miniature Schnauzer,19.64490785632871,87.62085071346839,11.684341647820416,small,6.9561627601935285,31.92484698808914,Excellent,<30,"liver, sinus problems",Apartamento pequeño,Poco frecuente,no,Tetuán,17026.0,1246.0
366,Miniature Schnauzer,20.953845023394585,87.10456434703698,11.287701797623672,small,7.062508006189161,33.03810437722362,Excellent,>50,"liver, sinus problems",Apartamento pequeño,Poco frecuente,no,Tetuán,17026.0,1246.0
367,Miniature Schnauzer,19.659581917408424,88.82398270740805,11.35150566251298,small,6.61969607030691,33.56086776009459,Fair,>70,"liver, sinus problems",Apartamento mediano,Nada,no,Arganzuela,20103.0,1764.0
368,Miniature Schnauzer,19.665727797860576,88.7231664574771,12.416924292348956,medium,7.305365890599923,35.74483200071845,Excellent,<30,"liver, sinus problems",Apartamento mediano,Poco frecuente,no,Tetuán,17026.0,1246.0
369,Miniature Schnauzer,19.5157644241595,88.77675760841747,11.846028527096946,small,6.840404647516132,35.56279143437903,Excellent,>70,"liver, sinus problems",Apartamento pequeño,Frecuente,no,Tetuán,17026.0,1246.0
370,Miniature Schnauzer,20.39678844461904,86.54471250327774,11.649367866601269,small,7.048475839824678,32.15154006953596,Excellent,>70,"liver, sinus problems",Apartamento mediano,Nada,no,Ciudad Lineal,16890.0,614.0
371,Miniature Schnauzer,21.0810440207823,85.40186773149476,11.31333090521042,small,7.530489738100176,33.452400525615126,Excellent,>85,"liver, sinus problems",Apartamento pequeño,Poco frecuente,no,Arganzuela,20103.0,1764.0
372,Miniature Schnauzer,20.186801136567063,88.75754624516786,11.150439445226457,small,6.901970077991216,30.864477351083387,Brightest,>50,"liver, sinus problems",Jardín Amplio,Nada,no,Arganzuela,20103.0,1764.0
373,Miniature Schnauzer,18.57846700716,85.04304482326228,11.85676509303325,small,6.912136048643338,32.91178473693259,Excellent,>85,"liver, sinus problems",Apartamento pequeño,Nada,no,San Blas-Canillejas,15115.0,609.0
374,Miniature Schnauzer,20.824889139536932,85.47644913825653,12.022394626745129,small,7.017850604225344,31.898508052734844,Fair,>95,"liver, sinus problems",Apartamento pequeño,Nada,no,San Blas-Canillejas,15115.0,609.0
375,Miniature Schnauzer,19.54241513771845,84.89199524970975,11.71833861656965,medium,7.600775044621375,33.04313832200184,Excellent,>85,"liver, sinus problems",Jardín Amplio,Poco frecuente,yes,Ciudad Lineal,16890.0,614.0
376,Miniature Schnauzer,19.27434116444643,87.92732398807898,12.398347859558198,small,6.488259689987094,31.820051033095485,Excellent,>30,"liver, sinus problems",Finca,Muy frecuente,yes,Fuencarral-El Pardo,20671.0,1852.0
377,Miniature Schnauzer,19.966779126189564,83.75903757372204,11.964310750000363,small,7.274967612606106,31.10839203792547,Lowest,>85,"liver, sinus problems",Finca,Muy frecuente,no,San Blas-Canillejas,15115.0,609.0
378,Miniature Schnauzer,20.144457065712526,87.01926669095577,11.282504417328353,small,7.4252154559836345,32.383404164957604,Average,>85,"liver, sinus problems",Apartamento pequeño,Nada,yes,San Blas-Canillejas,15115.0,609.0
379,Miniature Schnauzer,21.05286422128922,88.49494346176887,11.469800444198759,small,7.255255354112584,34.953828934989055,Above average,>85,"liver, sinus problems",Apartamento pequeño,Nada,yes,San Blas-Canillejas,15115.0,609.0
380,Miniature Schnauzer,19.71440668001047,87.36798053525548,12.3673367461052,small,7.199264754409446,32.04516365428516,Above average,>85,none,Apartamento pequeño,Frecuente,no,Arganzuela,20103.0,1764.0
381,Miniature Schnauzer,20.13497008586233,86.91021984666969,11.699603729269722,medium,7.026272896400767,37.18394720313098,Excellent,>85,"liver, sinus problems",Apartamento mediano,Muy frecuente,no,Fuencarral-El Pardo,20671.0,1852.0
382,Miniature Schnauzer,19.817910677424443,88.39920322328734,12.135067595941731,small,7.030877188110175,34.51872469934678,Average,>95,none,Finca,Nada,no,Fuencarral-El Pardo,20671.0,1852.0
383,Miniature Schnauzer,20.28395619716629,87.40846728114086,12.058245355276737,small,7.230577124175806,32.426736137578885,Fair,>85,none,Apartamento pequeño,Frecuente,yes,San Blas-Canillejas,15115.0,609.0
384,Miniature Schnauzer,20.224746328594268,85.02057171396426,11.978621646751149,small,7.368601826384702,30.96796361100845,Excellent,>50,"liver, sinus problems",Apartamento pequeño,Frecuente,yes,Arganzuela,20103.0,1764.0
385,Miniature Schnauzer,19.985149678941546,81.41325834982838,11.976157378469626,small,7.349039759272244,32.801395447216066,Excellent,>50,"liver, sinus problems",Apartamento mediano,Nada,yes,San Blas-Canillejas,15115.0,609.0
386,Miniature Schnauzer,20.11853908191123,90.52421935171671,11.67918979141884,small,7.017375282960114,32.0324252396331,Excellent,<30,"liver, sinus problems",Apartamento pequeño,Nada,no,San Blas-Canillejas,15115.0,609.0
387,Miniature Schnauzer,20.37947908098304,89.15874950833802,11.708203342413642,small,7.070171304573807,36.22083910688127,Excellent,<30,none,Apartamento pequeño,Nada,yes,San Blas-Canillejas,15115.0,609.0
388,Miniature Schnauzer,19.421570233292815,87.89950566378165,11.709027563022307,small,6.750469843700566,34.21423938291375,Excellent,>85,"liver, sinus problems",Apartamento mediano,Poco frecuente,no,Fuencarral-El Pardo,20671.0,1852.0
389,Miniature Schnauzer,20.924998092488583,90.17766714929368,12.3410992661772,small,7.249026461564759,31.745057326224078,Excellent,>85,"liver, sinus problems",Apartamento mediano,Muy frecuente,no,San Blas-Canillejas,15115.0,609.0
390,Miniature Schnauzer,20.87500343566358,85.74136488875855,11.644501790669596,small,7.446758373807146,32.73668830364737,Excellent,>85,"liver, sinus problems",Jardín Amplio,Poco frecuente,no,Tetuán,17026.0,1246.0
391,Miniature Schnauzer,21.263426784816456,88.52542770770278,12.273487682549,small,7.157565937140216,33.691136642127105,Excellent,>70,none,Apartamento pequeño,Frecuente,no,Ciudad Lineal,16890.0,614.0
392,Miniature Schnauzer,20.254113624854337,86.247740109903,12.198250928765006,small,6.708545237881405,36.58964597569241,Excellent,>95,none,Apartamento pequeño,Muy frecuente,no,Fuencarral-El Pardo,20671.0,1852.0
393,Miniature Schnauzer,20.03712753599516,89.26134124523661,11.893213602907498,small,6.6130771038138505,34.72724196843748,Excellent,>85,"liver, sinus problems",Jardín Amplio,Poco frecuente,no,Arganzuela,20103.0,1764.0
394,Miniature Schnauzer,18.81915891021694,86.64770612217066,11.84065079487929,small,7.2956780765964435,35.91453481739258,Excellent,>70,"liver, sinus problems",Apartamento mediano,Muy frecuente,yes,Arganzuela,20103.0,1764.0
395,Miniature Schnauzer,19.40769802470858,88.30529466384438,12.261419428734436,small,6.356375767193598,33.26559773930001,Excellent,>30,"liver, sinus problems",Finca,Nada,no,San Blas-Canillejas,15115.0,609.0
396,Miniature Schnauzer,18.93956788083211,84.15158732998752,11.926105773626437,medium,6.93459795440698,31.514273866701238,Excellent,>85,none,Finca,Poco frecuente,no,San Blas-Canillejas,15115.0,609.0
397,Miniature Schnauzer,20.76280586174261,87.8278521557738,11.574900235201405,medium,7.182144212327201,32.84752887288948,Excellent,>85,none,Apartamento mediano,Poco frecuente,no,Fuencarral-El Pardo,20671.0,1852.0
398,Miniature Schnauzer,20.799122848827114,87.77614468891015,11.18507180649081,small,6.974721450715878,31.530260014829352,Excellent,>50,"liver, sinus problems",Apartamento pequeño,Frecuente,yes,Arganzuela,20103.0,1764.0
399,Miniature Schnauzer,21.09363785379209,87.75564374965498,12.109043284802203,medium,6.606824383963789,34.52661861394124,Excellent,>70,"liver, sinus problems",Apartamento mediano,Muy frecuente,no,Tetuán,17026.0,1246.0
400,Chihuahua,25.97337056688797,15.597374653287044,16.089909928810687,small,1.9124131106023983,12.632054834556357,Lowest,>50,knee problems,Apartamento pequeño,Nada,yes,Fuencarral-El Pardo,20671.0,1852.0
401,Chihuahua,27.687988934241773,15.996163997098781,16.460918153369537,small,2.1563243388940845,13.329048681705011,Average,>50,knee problems,Apartamento mediano,Nada,yes,Centro,19199.0,326.0
402,Chihuahua,26.013740085565814,15.955744511154718,16.88506537441657,small,2.164936552969003,14.156084123347764,Fair,>30,knee problems,Jardín Amplio,Poco frecuente,yes,Centro,19199.0,326.0
403,Chihuahua,25.91738654044326,15.909722331164678,16.503138785553542,small,2.027039686263577,14.22088832997889,Fair,>30,knee problems,Apartamento pequeño,Poco frecuente,no,Fuencarral-El Pardo,20671.0,1852.0
404,Chihuahua,25.844731330499055,15.739235802951862,16.963831547690138,small,1.923466883848386,13.354809753406728,Fair,>30,none,Jardín Amplio,Nada,yes,Moncloa-Aravaca,24659.0,2606.0
405,Chihuahua,27.433843574990302,16.334650010105936,17.407298024927844,small,1.9284026690578968,12.69520039502491,Average,>30,knee problems,Apartamento mediano,Poco frecuente,yes,Centro,19199.0,326.0
406,Chihuahua,25.587378663729243,15.98484325474676,16.207748083386445,small,1.9337497480996415,13.375594470026423,Fair,>70,knee problems,Apartamento pequeño,Nada,yes,Chamberí,25275.0,826.0
407,Chihuahua,26.898782697985144,16.18185351559772,16.553551060607056,small,2.0724863524768655,13.595995353534054,Fair,>85,none,Apartamento pequeño,Frecuente,no,Moncloa-Aravaca,24659.0,2606.0
408,Chihuahua,26.504235293286182,15.799255392913775,16.004443661197474,small,1.9784039625318097,13.106383831010662,Fair,>30,none,Jardín Amplio,Nada,yes,Chamartín,28233.0,165.0
409,Chihuahua,26.152417685045325,16.149187920107753,16.440132733807857,small,1.9766353212522818,13.624240102190821,Fair,>70,knee problems,Apartamento pequeño,Muy frecuente,no,Chamartín,28233.0,165.0
410,Chihuahua,28.051186624821742,15.789822637327502,16.24729531291508,small,2.133492679956941,13.432758021626366,Fair,<30,knee problems,Apartamento mediano,Frecuente,no,Fuencarral-El Pardo,20671.0,1852.0
411,Chihuahua,25.314257424477297,16.21732346358459,16.147492618404105,small,2.082515889389825,13.51818271483957,Fair,>30,knee problems,Apartamento pequeño,Nada,no,Fuencarral-El Pardo,20671.0,1852.0
412,Chihuahua,28.076804524020197,15.941657207985157,16.45114212355258,small,1.9932238146388905,12.318123268398946,Fair,>30,none,Finca,Poco frecuente,yes,Moncloa-Aravaca,24659.0,2606.0
413,Chihuahua,27.152804544706736,15.532574508913614,16.952052646920357,small,2.11306270694296,13.160694180439142,Fair,>70,knee problems,Finca,Poco frecuente,no,Moncloa-Aravaca,24659.0,2606.0
414,Chihuahua,26.068160614102155,15.65774206264384,15.88285572071895,small,2.3981801452561347,12.440719725204099,Fair,>30,knee problems,Jardín Amplio,Poco frecuente,yes,Centro,19199.0,326.0
415,Chihuahua,26.76292929862007,15.881022480700956,17.908176452311306,small,2.0847347755168175,13.16589686221757,Fair,>50,none,Apartamento pequeño,Nada,yes,Fuencarral-El Pardo,20671.0,1852.0
416,Chihuahua,27.87900093346741,15.88783465018858,16.015973655493198,small,1.9070243630738948,13.363941811487694,Fair,>30,knee problems,Apartamento mediano,Nada,yes,Centro,19199.0,326.0
417,Chihuahua,27.057602128393647,16.18811831474903,16.782492040437806,small,2.042149734171521,12.28355682261149,Fair,>50,knee problems,Apartamento pequeño,Poco frecuente,yes,Moncloa-Aravaca,24659.0,2606.0
418,Chihuahua,26.746139357826724,16.887749976698643,15.924635539350998,medium,1.824550825236452,12.900458731458553,Fair,>30,knee problems,Apartamento mediano,Poco frecuente,yes,Moncloa-Aravaca,24659.0,2606.0
419,Chihuahua,26.484051385334226,16.58536037019919,15.992316497950284,small,2.0341087413046797,13.058123718609862,Fair,>50,none,Apartamento mediano,Muy frecuente,yes,Centro,19199.0,326.0
420,Chihuahua,25.34587818728639,16.19625933208402,16.960480390426294,small,1.9202340358414178,13.524959274429914,Fair,>70,none,Apartamento pequeño,Frecuente,yes,Chamartín,28233.0,165.0
421,Chihuahua,24.896654449232724,15.304385659131173,17.009348980314524,small,2.010740214915255,12.074391212625333,Fair,>50,knee problems,Apartamento pequeño,Poco frecuente,yes,Salamanca,25956.0,623.0
422,Chihuahua,25.63287358098317,16.37881839910924,16.519467076430843,small,1.8981113110897687,13.409770861315451,Fair,<30,knee problems,Jardín Amplio,Nada,yes,Moncloa-Aravaca,24659.0,2606.0
423,Chihuahua,25.91407762096307,15.138536185804652,16.117272905926622,small,1.8383336244989292,12.22427592744595,Fair,>30,knee problems,Apartamento pequeño,Muy frecuente,yes,Fuencarral-El Pardo,20671.0,1852.0
424,Chihuahua,26.069966362545117,16.052880364032877,16.59194011450265,small,2.036642197182831,13.59944718216573,Fair,>30,none,Apartamento mediano,Muy frecuente,yes,Centro,19199.0,326.0
425,Chihuahua,24.500112860640062,16.275200251322193,15.922621527460281,small,1.8964499774406356,13.96651490655278,Fair,>30,knee problems,Apartamento pequeño,Muy frecuente,no,Arganzuela,20103.0,1764.0
426,Chihuahua,25.702887506783288,16.427666879450285,16.58061791525542,small,2.1181212413028705,11.688698861618866,Fair,>30,knee problems,Apartamento pequeño,Nada,yes,Centro,19199.0,326.0
427,Chihuahua,27.32047510068525,16.077736203790693,16.630961951686963,small,1.912592582360673,12.47937100619808,Fair,>50,knee problems,Jardín Amplio,Poco frecuente,yes,Fuencarral-El Pardo,20671.0,1852.0
428,Chihuahua,26.239851359982545,15.460621376283019,16.31293446067476,small,2.092368228239662,12.117934033388815,Fair,>30,none,Apartamento mediano,Nada,yes,Salamanca,25956.0,623.0
429,Chihuahua,26.717357536808894,14.933868734356892,16.942035609414066,small,1.9139219413582491,11.667107071156874,Fair,>30,none,Apartamento pequeño,Nada,yes,Centro,19199.0,326.0
430,Chihuahua,26.53414134266655,16.75006857326156,16.14986854664178,medium,2.0214668134958065,12.808464596213238,Average,>50,knee problems,Apartamento mediano,Frecuente,yes,Centro,19199.0,326.0
431,Chihuahua,26.70002099106695,16.727414086698843,17.492405852814894,small,2.1517325286485534,12.593114640265208,Fair,<30,none,Apartamento pequeño,Nada,yes,Chamartín,28233.0,165.0
432,Chihuahua,26.547270219964066,16.119734439739688,16.19931065639388,small,1.8865030685197883,12.250013850192769,Fair,<30,knee problems,Apartamento pequeño,Nada,yes,Fuencarral-El Pardo,20671.0,1852.0
433,Chihuahua,27.420072842215717,16.03168710341217,17.269374540257633,small,2.0404207870120343,13.290822549466842,Excellent,>30,knee problems,Apartamento pequeño,Nada,yes,Moncloa-Aravaca,24659.0,2606.0
434,Chihuahua,25.55063816678979,15.439442719142745,16.444362763721212,small,1.9397369397392359,12.876978585386912,Fair,>30,none,Apartamento pequeño,Nada,yes,Fuencarral-El Pardo,20671.0,1852.0
435,Chihuahua,27.47166126621557,16.171874114139225,16.566143235698775,small,2.0150650568404003,13.99187942926545,Fair,>30,knee problems,Apartamento pequeño,Nada,yes,Fuencarral-El Pardo,20671.0,1852.0
436,Chihuahua,28.492904512260985,15.031207049773611,16.526019672395595,small,2.209725068911012,12.59888261527426,Above average,>70,knee problems,Finca,Nada,yes,Fuencarral-El Pardo,20671.0,1852.0
437,Chihuahua,27.504451689549164,16.214024975310718,16.963079256029214,small,1.9914948494125109,12.124221798036862,Fair,<30,knee problems,Apartamento pequeño,Poco frecuente,yes,Fuencarral-El Pardo,20671.0,1852.0
438,Chihuahua,27.56038250329454,16.365140807021085,16.334794153533856,medium,1.888907167478207,14.284116826058728,Fair,>30,knee problems,Apartamento pequeño,Poco frecuente,yes,Moncloa-Aravaca,24659.0,2606.0
439,Chihuahua,27.13441653169769,16.11176628827112,16.49180474002647,small,1.8768272108695059,13.149237091986246,Fair,>30,knee problems,Apartamento mediano,Nada,yes,Centro,19199.0,326.0
440,Chihuahua,26.50805722796591,15.822024557903536,15.613610560878127,small,2.064353142243533,11.684758447171054,Average,>85,knee problems,Apartamento pequeño,Muy frecuente,no,Centro,19199.0,326.0
441,Chihuahua,26.631836701471187,16.14812984289965,16.64114018654968,small,1.9998037322040672,12.45279420686513,Fair,>30,knee problems,Apartamento pequeño,Frecuente,yes,Centro,19199.0,326.0
442,Chihuahua,25.70362454401543,15.755902183128962,16.735167736566424,small,2.1318378864664522,13.915334779799148,Fair,>85,knee problems,Finca,Nada,no,Fuencarral-El Pardo,20671.0,1852.0
443,Chihuahua,27.27708218605075,15.411519480801157,15.923416582322657,small,2.0112434237304875,12.60933480840365,Excellent,>30,knee problems,Apartamento pequeño,Frecuente,yes,Moncloa-Aravaca,24659.0,2606.0
444,Chihuahua,25.696063021117567,15.953526397427083,17.537740824559382,small,1.9031362923943036,13.774591980212055,Fair,>30,none,Apartamento pequeño,Nada,yes,Centro,19199.0,326.0
445,Chihuahua,25.736132972450662,16.684557398182502,16.414035023282782,small,2.0066286365474375,12.138519233272522,Fair,<30,knee problems,Finca,Nada,no,Fuencarral-El Pardo,20671.0,1852.0
446,Chihuahua,26.91238290061546,17.13136867208023,17.293052371172337,small,2.0521740607471948,12.751615365949176,Fair,>30,knee problems,Apartamento mediano,Frecuente,yes,Fuencarral-El Pardo,20671.0,1852.0
447,Chihuahua,26.639959331657295,15.87959996665568,16.465504510825426,small,2.1795715157251263,13.127739846245133,Lowest,>85,none,Jardín Amplio,Nada,yes,Moncloa-Aravaca,24659.0,2606.0
448,Chihuahua,25.05654520942279,16.528248476930354,16.437824549303567,small,1.8461436492788237,12.0107326710906,Fair,>30,knee problems,Apartamento pequeño,Nada,yes,Centro,19199.0,326.0
449,Chihuahua,26.444937838124698,15.99662876874527,17.05628382912252,small,1.9574497721423216,13.156784995256285,Lowest,>30,knee problems,Finca,Nada,yes,Centro,19199.0,326.0
450,English Springer Spaniel,21.648168083260586,87.37038974909555,12.704228244420078,medium,20.389069196190928,47.28944282829528,Above average,>85,"hip, eye, skin problems; enzyme deficiency",Apartamento mediano,Poco frecuente,yes,Ciudad Lineal,16890.0,614.0
451,English Springer Spaniel,21.696236283558946,83.05182759141609,12.58226251518098,medium,19.560355790631984,46.73188562456432,Brightest,>70,none,Finca,Frecuente,no,Tetuán,17026.0,1246.0
452,English Springer Spaniel,21.186725926525575,89.10378986882507,13.005850182651326,medium,20.121655854165166,48.53884586213555,Excellent,>30,"hip, eye, skin problems; enzyme deficiency",Jardín Amplio,Muy frecuente,no,Centro,19199.0,326.0
453,English Springer Spaniel,20.945240180109924,86.56446721607807,12.317238328567973,medium,19.729164193587458,47.8936938120823,Excellent,>85,"hip, eye, skin problems; enzyme deficiency",Apartamento mediano,Frecuente,no,Tetuán,17026.0,1246.0
454,English Springer Spaniel,22.352301485700206,83.08564631462535,12.855492821799814,medium,22.27554159527838,52.67459565960818,Excellent,<30,"hip, eye, skin problems; enzyme deficiency",Apartamento mediano,Frecuente,no,Tetuán,17026.0,1246.0
455,English Springer Spaniel,21.276786436268,80.72473901112575,12.20397589958933,medium,20.542490070550983,47.65503694433642,Average,>85,"hip, eye, skin problems; enzyme deficiency",Jardín Amplio,Frecuente,no,Moncloa-Aravaca,24659.0,2606.0
456,English Springer Spaniel,20.5168647697327,87.5825058842296,12.790448848366339,medium,19.69601055678975,48.79415535731922,Excellent,>30,none,Jardín Amplio,Muy frecuente,no,Fuencarral-El Pardo,20671.0,1852.0
457,English Springer Spaniel,22.619832404477396,84.44605728322358,12.507465977302566,medium,19.747558458531994,48.72706505132236,Excellent,>85,"hip, eye, skin problems; enzyme deficiency",Finca,Nada,no,Salamanca,25956.0,623.0
458,English Springer Spaniel,21.706181869724677,85.71957360625382,12.21104546277953,medium,20.860856492360107,52.78755554470962,Excellent,>95,none,Apartamento mediano,Nada,yes,Centro,19199.0,326.0
459,English Springer Spaniel,21.499204695699763,85.21469722782477,12.421281783890972,medium,20.491145349780105,51.1911737644712,Excellent,>50,"hip, eye, skin problems; enzyme deficiency",Finca,Poco frecuente,no,Ciudad Lineal,16890.0,614.0
460,English Springer Spaniel,21.036438569658127,87.47469407902322,12.148305338173003,medium,19.664160829824496,52.53424240750415,Excellent,>85,"hip, eye, skin problems; enzyme deficiency",Jardín Amplio,Poco frecuente,no,Centro,19199.0,326.0
461,English Springer Spaniel,21.541866981551433,86.56915859594031,12.616455361908793,medium,20.059116970337843,49.10652499308982,Excellent,>85,"hip, eye, skin problems; enzyme deficiency",Apartamento pequeño,Poco frecuente,no,Moncloa-Aravaca,24659.0,2606.0
462,English Springer Spaniel,21.48755947090868,83.76972364500027,12.101454827983765,medium,19.359922968695166,49.955975332958296,Excellent,>85,"hip, eye, skin problems; enzyme deficiency",Apartamento mediano,Poco frecuente,no,Centro,19199.0,326.0
463,English Springer Spaniel,22.0704329374312,81.93619808309808,12.672669147963312,medium,21.334236827283902,50.72583324862122,Above average,>50,none,Jardín Amplio,Poco frecuente,no,Centro,19199.0,326.0
464,English Springer Spaniel,22.402276586443833,86.3592487716485,12.392589977206423,medium,20.45649798197133,48.41718210561368,Excellent,>85,"hip, eye, skin problems; enzyme deficiency",Apartamento mediano,Nada,no,Moncloa-Aravaca,24659.0,2606.0
465,English Springer Spaniel,21.380868749749844,87.58460338620836,12.308373389411415,medium,19.42479450838769,50.9634725299954,Lowest,>85,"hip, eye, skin problems; enzyme deficiency",Finca,Frecuente,no,Moncloa-Aravaca,24659.0,2606.0
466,English Springer Spaniel,20.99736996140842,87.75081325199332,12.502727784926547,medium,19.113445811136344,49.30932324528692,Excellent,>95,"hip, eye, skin problems; enzyme deficiency",Jardín Amplio,Poco frecuente,no,Ciudad Lineal,16890.0,614.0
467,English Springer Spaniel,21.539010124419075,86.37142962153634,12.375975754937379,medium,19.773373263280376,48.16079068097533,Excellent,<30,"hip, eye, skin problems; enzyme deficiency",Apartamento pequeño,Poco frecuente,no,Moncloa-Aravaca,24659.0,2606.0
468,English Springer Spaniel,22.34285231590083,83.885650381382,12.298771348746518,medium,21.68716718161285,47.42706317755626,Excellent,>70,"hip, eye, skin problems; enzyme deficiency",Jardín Amplio,Frecuente,no,Moncloa-Aravaca,24659.0,2606.0
469,English Springer Spaniel,20.411162910565924,89.49874435858426,12.429251980628445,small,18.983209000245765,50.22808583388812,Excellent,>95,"hip, eye, skin problems; enzyme deficiency",Jardín Amplio,Poco frecuente,yes,Ciudad Lineal,16890.0,614.0
470,English Springer Spaniel,22.072108815130473,84.60636505270902,12.294851794610143,small,18.922655029993926,46.1160669122702,Excellent,>70,"hip, eye, skin problems; enzyme deficiency",Apartamento mediano,Frecuente,no,Moncloa-Aravaca,24659.0,2606.0
471,English Springer Spaniel,23.910719111167115,85.17972682697012,12.52588306221878,medium,20.430046952515962,51.11577714800809,Excellent,>85,"hip, eye, skin problems; enzyme deficiency",Apartamento mediano,Nada,yes,Salamanca,25956.0,623.0
472,English Springer Spaniel,22.02271722049082,84.46714582765864,13.002315596089263,medium,19.876751005277352,47.11835086112022,Above average,>85,"hip, eye, skin problems; enzyme deficiency",Apartamento pequeño,Poco frecuente,no,Tetuán,17026.0,1246.0
473,English Springer Spaniel,22.200086886197212,83.5147998180168,12.766089183501748,medium,21.03883533920709,46.15726991694785,Excellent,>85,"hip, eye, skin problems; enzyme deficiency",Apartamento mediano,Poco frecuente,no,Fuencarral-El Pardo,20671.0,1852.0
474,English Springer Spaniel,21.817522071531627,82.19131398676485,11.783095772785527,medium,20.342386068726846,49.945443083627495,Excellent,>85,none,Finca,Poco frecuente,no,Chamberí,25275.0,826.0
475,English Springer Spaniel,22.546863984045796,86.28676959316535,12.328347862712452,medium,17.849385249640893,53.0514652330103,Excellent,>85,"hip, eye, skin problems; enzyme deficiency",Apartamento mediano,Nada,no,Centro,19199.0,326.0
476,English Springer Spaniel,21.533251871805238,83.30521681427388,12.005521219470427,medium,20.766250155386054,49.407200571498194,Excellent,>50,none,Finca,Nada,yes,Tetuán,17026.0,1246.0
477,English Springer Spaniel,21.862429988665966,86.26938988766784,12.702794649001254,medium,18.746644720978445,50.994014911510156,Excellent,>85,"hip, eye, skin problems; enzyme deficiency",Jardín Amplio,Nada,yes,Tetuán,17026.0,1246.0
478,English Springer Spaniel,22.341536631572012,86.28416001711922,12.174036389670546,medium,21.793401818157673,55.32045053040654,Excellent,>30,none,Jardín Amplio,Nada,yes,Centro,19199.0,326.0
479,English Springer Spaniel,21.471461169014407,85.77352190337002,12.512132598799308,medium,18.888130286574757,52.059526687621194,Excellent,>50,"hip, eye, skin problems; enzyme deficiency",Apartamento pequeño,Muy frecuente,yes,Chamberí,25275.0,826.0
480,English Springer Spaniel,21.918476459932357,88.3062630680713,12.847507604502807,medium,19.483649167369634,50.99129342668087,Above average,>70,"hip, eye, skin problems; enzyme deficiency",Apartamento mediano,Poco frecuente,yes,Arganzuela,20103.0,1764.0
481,English Springer Spaniel,21.84047933959621,86.64072918715209,11.873555609145015,medium,21.70124129236045,48.96766944741513,Lowest,>95,"hip, eye, skin problems; enzyme deficiency",Finca,Nada,no,Chamberí,25275.0,826.0
482,English Springer Spaniel,22.204989848970992,89.02353254707722,12.543043146438828,medium,20.15186488991061,51.76178020471619,Excellent,>70,"hip, eye, skin problems; enzyme deficiency",Apartamento mediano,Poco frecuente,yes,Tetuán,17026.0,1246.0
483,English Springer Spaniel,23.247291877975865,85.78450383276346,12.947440227171048,large,18.772010309037313,51.05335363357943,Excellent,>70,"hip, eye, skin problems; enzyme deficiency",Jardín Amplio,Poco frecuente,no,Moncloa-Aravaca,24659.0,2606.0
